고유 ID,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익,관리자,지역-1,주문 번호-1,반품?
3303,2018-07-01,2018-07-05,표준 배송,CY-12745,고정민,기업 고객,금천구,서울특별시,대한민국,FUR-BO-10003706,가구,책장,"Sauder Stackable Bookrack, Pine",151133.4,1,0,72522,김성식,수도권,,
3304,2018-01-19,2018-01-25,표준 배송,BB-11545,차준석,기업 고객,문경시,경상북도,대한민국,OFF-PA-10004994,사무용품,종이,"Green Bar Parchment Paper, Premium",30624.48,3,0.4,-15826.32,최진수,영남,,
3305,2018-01-19,2018-01-25,표준 배송,BB-11545,차준석,기업 고객,문경시,경상북도,대한민국,OFF-FA-10004606,사무용품,파스너,"Stockwell Staples, 12 Pack",25043.04,4,0.4,-14614.56,최진수,영남,,
3306,2018-07-01,2018-07-05,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,FUR-BO-10004911,가구,책장,"Ikea Corner Shelving, Mobile",640458,5,0,31977,김성식,수도권,,
3307,2018-07-01,2018-07-05,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,TEC-AC-10003640,사무기기,악세사리,"SanDisk Mouse, Programmable",121818.6,3,0,2386.8,김성식,수도권,,
3320,2018-03-15,2018-03-20,빠른 배송,CC-12100,서예지,홈 오피스,논산시,충청남도,대한민국,TEC-MA-10004954,사무기기,전산기기,"StarTech Calculator, Red",62834.652,2,0.17,19627.452,금나나,충청,,
3321,2018-03-15,2018-03-20,빠른 배송,CC-12100,서예지,홈 오피스,논산시,충청남도,대한민국,OFF-BI-10002682,사무용품,바인더,"Cardinal Binding Machine, Economy",168541.128,4,0.17,34513.128,금나나,충청,,
3322,2018-09-22,2018-09-27,표준 배송,MC-17845,우하민,소비자,목포시,전라남도,대한민국,OFF-PA-10001968,사무용품,종이,"Eaton Computer Printout Paper, 8.5 x 11",51964.308,2,0.17,11266.308,정신,호남,,
3323,2018-09-22,2018-09-27,표준 배송,MC-17845,우하민,소비자,목포시,전라남도,대한민국,FUR-CH-10000391,가구,의자,"Novimex Bag Chairs, Red",102665.448,3,0.27,-26772.552,정신,호남,,
3324,2018-09-22,2018-09-27,표준 배송,MC-17845,우하민,소비자,목포시,전라남도,대한민국,FUR-BO-10004665,가구,책장,"Bush Classic Bookcase, Mobile",800422.56,3,0.37,63452.16,정신,호남,,
3325,2018-09-22,2018-09-27,표준 배송,MC-17845,우하민,소비자,목포시,전라남도,대한민국,FUR-CH-10002247,가구,의자,"Hon Executive Leather Armchair, Adjustable",684480.996,2,0.27,-75072.204,정신,호남,,
3326,2018-09-22,2018-09-27,표준 배송,MC-17845,우하민,소비자,목포시,전라남도,대한민국,TEC-AC-10001608,사무기기,악세사리,"Memorex Flash Drive, USB",32014.332,2,0.47,-4277.268,정신,호남,,
3343,2018-06-17,2018-06-19,특급 배송,CA-12310,정성준,기업 고객,연제구,부산광역시,대한민국,TEC-MA-10001627,사무기기,전산기기,"Konica Printer, White",814725,3,0,317719.8,최진수,영남,,
3353,2018-10-07,2018-10-09,특급 배송,BT-11395,이혜영,기업 고객,청주시,충청북도,대한민국,FUR-CH-10002247,가구,의자,"Hon Executive Leather Armchair, Adjustable",1265821.02,3,0.1,126491.22,금나나,충청,,
3354,2018-04-26,2018-05-01,표준 배송,GH-14665,노수정,소비자,인제군,강원도,대한민국,FUR-BO-10003793,가구,책장,"Bush 3-Shelf Cabinet, Metal",458912.79,5,0.37,50861.79,박진석,강원,,
3361,2018-02-14,2018-02-21,표준 배송,DM-13345,소재섭,기업 고객,중구,인천광역시,대한민국,OFF-ST-10002395,사무용품,수납용품,"Rogers Lockers, Single Width",755590.5,7,0.5,-90713.7,김성식,수도권,,
3365,2018-06-17,2018-06-21,빠른 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,FUR-CH-10001465,가구,의자,"Hon Swivel Stool, Red",333846,2,0,153550.8,금나나,충청,,
3366,2018-06-17,2018-06-21,빠른 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,OFF-FA-10004659,사무용품,파스너,"Stockwell Thumb Tacks, 12 Pack",52876.8,4,0,16891.2,금나나,충청,,
3367,2018-09-03,2018-09-08,표준 배송,SW-20350,양다희,홈 오피스,과천시,경기도,대한민국,FUR-BO-10004806,가구,책장,"Safco Corner Shelving, Traditional",274408.56,2,0.1,85361.76,김성식,수도권,,
3368,2018-09-03,2018-09-08,표준 배송,SW-20350,양다희,홈 오피스,과천시,경기도,대한민국,OFF-BI-10001326,사무용품,바인더,"Cardinal Binder, Recycled",26052.84,2,0.1,4326.84,김성식,수도권,,
3369,2018-03-05,2018-03-10,표준 배송,KC-16675,남아람,기업 고객,의성군,경상북도,대한민국,TEC-CO-10003819,사무기기,복사기,"Sharp Copy Machine, High-Speed",879076.8,4,0.1,-97675.2,최진수,영남,,
3370,2018-09-29,2018-10-03,표준 배송,MS-17710,한정호,소비자,음성군,충청북도,대한민국,OFF-BI-10003646,사무용품,바인더,"Avery Index Tab, Economy",6788.61,1,0.15,546.21,금나나,충청,,
3372,2018-03-20,2018-03-23,빠른 배송,AW-10840,지호경,소비자,강북구,서울특별시,대한민국,OFF-SU-10004705,사무용품,일반 사무용품,"Fiskars Ruler, Serrated",34057.8,3,0,4406.4,김성식,수도권,,
3373,2018-03-20,2018-03-23,빠른 배송,AW-10840,지호경,소비자,강북구,서울특별시,대한민국,FUR-CH-10003123,가구,의자,"Hon Chairmat, Black",162486,3,0,27540,김성식,수도권,,
3374,2018-03-20,2018-03-23,빠른 배송,AW-10840,지호경,소비자,강북구,서울특별시,대한민국,TEC-AC-10004334,사무기기,악세사리,"Logitech Router, Erganomic",250032.6,1,0,87485.4,김성식,수도권,,
3375,2018-03-20,2018-03-23,빠른 배송,AW-10840,지호경,소비자,강북구,서울특별시,대한민국,TEC-AC-10001600,사무기기,악세사리,"Belkin Numeric Keypad, Bluetooth",117810,2,0,50612.4,김성식,수도권,,
3376,2018-03-20,2018-03-23,빠른 배송,AW-10840,지호경,소비자,강북구,서울특별시,대한민국,OFF-AR-10002109,사무용품,필기구,"Binney & Smith Sketch Pad, Fluorescent",97063.2,2,0,27172.8,김성식,수도권,,
3378,2018-05-27,2018-05-31,표준 배송,RB-19465,임상훈,홈 오피스,강서구,서울특별시,대한민국,OFF-EN-10002425,사무용품,봉투,"Ames Peel and Seal, Set of 50",19063.8,1,0,550.8,김성식,수도권,,
3379,2018-05-27,2018-05-31,표준 배송,RB-19465,임상훈,홈 오피스,강서구,서울특별시,대한민국,OFF-BI-10003713,사무용품,바인더,"Wilson Jones Index Tab, Economy",13158,2,0,4834.8,김성식,수도권,,
3380,2018-05-27,2018-05-31,표준 배송,RB-19465,임상훈,홈 오피스,강서구,서울특별시,대한민국,FUR-FU-10004730,가구,가구류,"Rubbermaid Light Bulb, Erganomic",106855.2,6,0,3121.2,김성식,수도권,,
3381,2018-02-08,2018-02-10,빠른 배송,JC-16105,윤정훈,기업 고객,도봉구,서울특별시,대한민국,FUR-CH-10000187,가구,의자,"Hon Chairmat, Red",113281.2,2,0,28274.4,김성식,수도권,,
3382,2018-02-08,2018-02-10,빠른 배송,JC-16105,윤정훈,기업 고객,도봉구,서울특별시,대한민국,OFF-SU-10000970,사무용품,일반 사무용품,"Elite Box Cutter, Easy Grip",186201,5,0,24174,김성식,수도권,,
3383,2018-06-18,2018-06-20,특급 배송,AJ-10960,문소영,소비자,나주시,전라남도,대한민국,FUR-BO-10002510,가구,책장,"Safco 3-Shelf Cabinet, Traditional",619980.48,4,0.1,61958.88,정신,호남,,
3384,2018-03-28,2018-04-01,표준 배송,HG-15025,김재윤,소비자,마포구,서울특별시,대한민국,OFF-PA-10002479,사무용품,종이,"Enermax Cards & Envelopes, 8.5 x 11",141114.96,3,0.1,59504.76,김성식,수도권,,
3385,2018-12-31,2019-01-05,빠른 배송,BS-11365,서민준,기업 고객,춘천시,강원도,대한민국,OFF-SU-10001618,사무용품,일반 사무용품,"Kleencut Letter Opener, Easy Grip",263282.4,9,0,94737.6,박진석,강원,,
3386,2018-12-31,2019-01-05,빠른 배송,BS-11365,서민준,기업 고객,춘천시,강원도,대한민국,TEC-AC-10002255,사무기기,악세사리,"Memorex Keyboard, Erganomic",282132,4,0,107100,박진석,강원,,
3387,2018-12-31,2019-01-05,빠른 배송,BS-11365,서민준,기업 고객,춘천시,강원도,대한민국,FUR-BO-10000670,가구,책장,"Dania Corner Shelving, Metal",371881.8,3,0,156151.8,박진석,강원,,
3388,2018-12-31,2019-01-05,빠른 배송,BS-11365,서민준,기업 고객,춘천시,강원도,대한민국,OFF-ST-10001824,사무용품,수납용품,"Rogers Box, Single Width",73440,3,0,4406.4,박진석,강원,,
3389,2018-12-31,2019-01-05,빠른 배송,BS-11365,서민준,기업 고객,춘천시,강원도,대한민국,OFF-FA-10000263,사무용품,파스너,"Stockwell Thumb Tacks, Bulk Pack",40208.4,3,0,17625.6,박진석,강원,,
3390,2018-11-12,2018-11-13,특급 배송,DW-13195,류소라,기업 고객,오산시,경기도,대한민국,OFF-BI-10000389,사무용품,바인더,"Ibico Binding Machine, Clear",103795.2,2,0,0,김성식,수도권,,
3395,2018-11-29,2018-12-03,표준 배송,BP-11155,정창재,소비자,광주시,경기도,대한민국,OFF-LA-10003381,사무용품,라벨,"Novimex Removable Labels, Laser Printer Compatible",44477.1,5,0.1,19691.1,김성식,수도권,,
3406,2018-11-17,2018-11-21,표준 배송,SC-20845,류설아,소비자,곡성군,전라남도,대한민국,OFF-PA-10002416,사무용품,종이,"Xerox Memo Slips, 8.5 x 11",29738.61,3,0.45,-22770.99,정신,호남,,
3407,2018-09-24,2018-09-28,표준 배송,DW-13480,심용수,홈 오피스,화성시,경기도,대한민국,OFF-SU-10000411,사무용품,일반 사무용품,"Stiletto Box Cutter, Easy Grip",138030.48,4,0.1,30563.28,김성식,수도권,,
3408,2018-09-24,2018-09-28,표준 배송,DW-13480,심용수,홈 오피스,화성시,경기도,대한민국,FUR-FU-10004811,가구,가구류,"Eldon Door Stop, Erganomic",89560.08,2,0.1,13916.88,김성식,수도권,,
3409,2018-09-24,2018-09-28,표준 배송,DW-13480,심용수,홈 오피스,화성시,경기도,대한민국,OFF-BI-10000206,사무용품,바인더,"Wilson Jones Binder Covers, Economy",30817.26,3,0.1,10254.06,김성식,수도권,,
3414,2018-12-19,2018-12-20,특급 배송,DW-13540,박태근,소비자,송파구,서울특별시,대한민국,TEC-PH-10003002,사무기기,전화기,"Cisco Smart Phone, Full Size",1993253.4,3,0,318913.2,김성식,수도권,,
3416,2018-10-10,2018-10-15,표준 배송,CC-12145,정보람,소비자,노원구,서울특별시,대한민국,FUR-TA-10002256,가구,탁자,"Hon Wood Table, Fully Assembled",217382.4,2,0.8,-500004,김성식,수도권,,
3417,2018-10-10,2018-10-15,표준 배송,CC-12145,정보람,소비자,노원구,서울특별시,대한민국,TEC-CO-10003393,사무기기,복사기,"Sharp Personal Copier, Digital",549147.6,9,0.5,-516375,김성식,수도권,,
3429,2018-04-28,2018-05-01,빠른 배송,JK-15730,박진후,소비자,서대문구,서울특별시,대한민국,OFF-PA-10003943,사무용품,종이,"Green Bar Computer Printout Paper, Multicolor",63586.8,2,0,13953.6,김성식,수도권,,
3430,2018-04-28,2018-05-01,빠른 배송,JK-15730,박진후,소비자,서대문구,서울특별시,대한민국,OFF-LA-10000216,사무용품,라벨,"Novimex Round Labels, Alphabetical",18635.4,3,0,2754,김성식,수도권,,
3431,2018-04-28,2018-05-01,빠른 배송,JK-15730,박진후,소비자,서대문구,서울특별시,대한민국,TEC-CO-10002587,사무기기,복사기,"Sharp Fax and Copier, Laser",171972,1,0,80814.6,김성식,수도권,,
3432,2018-10-18,2018-10-22,표준 배송,JA-15970,차경철,소비자,금정구,부산광역시,대한민국,TEC-AC-10001438,사무기기,악세사리,"SanDisk Flash Drive, Programmable",155303.568,7,0.47,-88027.632,최진수,영남,,
3433,2018-10-18,2018-10-22,표준 배송,JA-15970,차경철,소비자,금정구,부산광역시,대한민국,FUR-BO-10000243,가구,책장,"Safco Floating Shelf Set, Pine",1145633.706,9,0.37,-200246.094,최진수,영남,,
3434,2018-08-19,2018-08-23,빠른 배송,SR-20425,허진구,홈 오피스,연제구,부산광역시,대한민국,TEC-PH-10004402,사무기기,전화기,"Cisco Headset, with Caller ID",180417.6,4,0.5,-28886.4,최진수,영남,,
3435,2018-08-19,2018-08-23,빠른 배송,SR-20425,허진구,홈 오피스,연제구,부산광역시,대한민국,FUR-FU-10000666,가구,가구류,"Rubbermaid Frame, Black",269010.72,3,0.2,23537.52,최진수,영남,,
3436,2018-08-19,2018-08-23,빠른 배송,SR-20425,허진구,홈 오피스,연제구,부산광역시,대한민국,OFF-LA-10002465,사무용품,라벨,"Hon Shipping Labels, 5000 Label Set",17992.8,3,0.5,-10832.4,최진수,영남,,
3437,2018-05-26,2018-06-01,표준 배송,TM-21010,노영리,소비자,노원구,서울특별시,대한민국,OFF-FA-10002011,사무용품,파스너,"OIC Push Pins, Bulk Pack",48362.076,6,0.47,-25628.724,김성식,수도권,,
3438,2018-05-26,2018-06-01,표준 배송,TM-21010,노영리,소비자,노원구,서울특별시,대한민국,OFF-ST-10002240,사무용품,수납용품,"Fellowes Shelving, Blue",195869.376,4,0.17,25855.776,김성식,수도권,,
3439,2018-08-30,2018-09-05,표준 배송,JA-15970,차경철,소비자,금정구,부산광역시,대한민국,FUR-CH-10004196,가구,의자,"Novimex Swivel Stool, Red",1174244.4,7,0,293454,최진수,영남,,
3446,2018-10-13,2018-10-17,표준 배송,CM-12235,정단비,소비자,서초구,서울특별시,대한민국,FUR-CH-10002944,가구,의자,"Office Star Steel Folding Chair, Black",182131.2,2,0,10893.6,김성식,수도권,,
3451,2018-11-15,2018-11-20,빠른 배송,KD-16495,민주상,기업 고객,과천시,경기도,대한민국,OFF-FA-10002388,사무용품,파스너,"Accos Push Pins, Assorted Sizes",36628.2,3,0,1744.2,김성식,수도권,,
3469,2018-09-29,2018-10-04,표준 배송,SR-20740,신은정,홈 오피스,강북구,서울특별시,대한민국,TEC-MA-10003441,사무기기,전산기기,"Okidata Inkjet, Wireless",865031.4,3,0.1,317169,김성식,수도권,,
3470,2018-09-29,2018-10-04,표준 배송,SR-20740,신은정,홈 오피스,강북구,서울특별시,대한민국,FUR-BO-10003046,가구,책장,"Safco Library with Doors, Mobile",1080421.74,3,0.1,240084.54,김성식,수도권,,
3483,2018-10-31,2018-11-03,빠른 배송,NR-18550,박의수,소비자,동구,인천광역시,대한민국,OFF-LA-10002088,사무용품,라벨,"Novimex Round Labels, Laser Printer Compatible",10552.41,3,0.45,362.61,김성식,수도권,,
3484,2018-05-08,2018-05-14,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,OFF-EN-10004938,사무용품,봉투,"Ames Business Envelopes, Set of 50",27815.4,3,0.5,-4498.2,최진수,영남,,
3485,2018-05-08,2018-05-14,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,OFF-SU-10000178,사무용품,일반 사무용품,"Acme Ruler, Easy Grip",37393.2,4,0.5,-31518,최진수,영남,,
3486,2018-05-08,2018-05-14,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,TEC-CO-10001626,사무기기,복사기,"Brother Copy Machine, Color",269004.6,2,0.5,-182957.4,최진수,영남,,
3487,2018-05-08,2018-05-14,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,TEC-AC-10002455,사무기기,악세사리,"Logitech Flash Drive, Programmable",146925.9,9,0.5,-53014.5,최진수,영남,,
3488,2018-05-20,2018-05-25,표준 배송,AH-10585,류상주,소비자,부여군,충청남도,대한민국,OFF-AP-10000981,사무용품,가전,"Hoover Coffee Grinder, Red",140331.6,2,0,29437.2,금나나,충청,,
3489,2018-08-29,2018-09-05,표준 배송,JD-16150,서상태,기업 고객,남동구,인천광역시,대한민국,OFF-PA-10000116,사무용품,종이,"Xerox Parchment Paper, Premium",67626,5,0,14076,김성식,수도권,,
3490,2018-08-29,2018-09-05,표준 배송,JD-16150,서상태,기업 고객,남동구,인천광역시,대한민국,OFF-AP-10001076,사무용품,가전,"Hamilton Beach Coffee Grinder, Red",87026.4,2,0,13035.6,김성식,수도권,,
3494,2018-08-26,2018-08-28,빠른 배송,TP-21565,권윤찬,기업 고객,화순군,전라남도,대한민국,OFF-EN-10001882,사무용품,봉투,"Jiffy Manila Envelope, with clear poly window",105493.5,7,0.5,-2249.1,정신,호남,,
3495,2018-08-26,2018-08-28,빠른 배송,TP-21565,권윤찬,기업 고객,화순군,전라남도,대한민국,OFF-AR-10002144,사무용품,필기구,"Stanley Pens, Blue",35878.5,7,0.5,-3748.5,정신,호남,,
3500,2018-11-06,2018-11-10,표준 배송,BF-11080,허혁,소비자,서구,광주광역시,대한민국,TEC-PH-10002042,사무기기,전화기,"Cisco Audio Dock, Full Size",561081.6,4,0.25,-67442.4,정신,호남,,
3501,2018-07-16,2018-07-18,빠른 배송,JE-16165,강민호,기업 고객,의정부시,경기도,대한민국,OFF-FA-10003838,사무용품,파스너,"Stockwell Rubber Bands, Assorted Sizes",24951.24,2,0.1,2184.84,김성식,수도권,,
3502,2018-07-16,2018-07-18,빠른 배송,JE-16165,강민호,기업 고객,의정부시,경기도,대한민국,OFF-BI-10000561,사무용품,바인더,"Acco Binding Machine, Durable",48277.62,1,0.1,17157.42,김성식,수도권,,
3505,2018-09-25,2018-10-01,표준 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,OFF-AR-10002665,사무용품,필기구,"Binney & Smith Markers, Easy-Erase",74541.6,3,0,4406.4,김성식,수도권,,
3506,2018-05-10,2018-05-14,표준 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,OFF-SU-10000738,사무용품,일반 사무용품,"Acme Shears, Steel",53324.784,2,0.47,-24154.416,김성식,수도권,,
3507,2018-05-10,2018-05-14,표준 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,TEC-PH-10001433,사무기기,전화기,"Motorola Headset, Full Size",205799.994,3,0.17,59470.794,김성식,수도권,,
3513,2018-10-10,2018-10-15,표준 배송,BS-11590,정연아,기업 고객,광진구,서울특별시,대한민국,FUR-FU-10004503,가구,가구류,"Tenex Photo Frame, Black",79315.2,2,0.25,13708.8,김성식,수도권,,
3519,2018-06-16,2018-06-20,표준 배송,EM-14140,전은준,홈 오피스,대덕구,대전광역시,대한민국,TEC-CO-10003410,사무기기,복사기,"Brother Ink, High-Speed",400707,3,0.1,151378.2,금나나,충청,,
3520,2018-06-16,2018-06-20,표준 배송,EM-14140,전은준,홈 오피스,대덕구,대전광역시,대한민국,OFF-AR-10004900,사무용품,필기구,"Boston Canvas, Easy-Erase",148468.14,3,0.1,14807.34,금나나,충청,,
3530,2018-02-01,2018-02-02,특급 배송,RR-19525,구다현,기업 고객,고성군,강원도,대한민국,TEC-CO-10001626,사무기기,복사기,"Brother Copy Machine, Color",807013.8,3,0,129070.8,박진석,강원,,
3531,2018-02-01,2018-02-02,특급 배송,RR-19525,구다현,기업 고객,고성군,강원도,대한민국,OFF-PA-10003332,사무용품,종이,"Xerox Cards & Envelopes, Recycled",91555.2,2,0,27417.6,박진석,강원,,
3532,2018-08-08,2018-08-11,특급 배송,JS-15880,박경미,소비자,부산진구,부산광역시,대한민국,OFF-FA-10003893,사무용품,파스너,"OIC Paper Clips, 12 Pack",22478.148,3,0.47,-12773.052,최진수,영남,,
3533,2018-08-08,2018-08-11,특급 배송,JS-15880,박경미,소비자,부산진구,부산광역시,대한민국,OFF-BI-10004440,사무용품,바인더,"Cardinal Binder, Economy",35125.434,3,0.17,2903.634,최진수,영남,,
3539,2018-12-11,2018-12-17,표준 배송,RH-19510,한세리,홈 오피스,청도군,경상북도,대한민국,OFF-SU-10004177,사무용품,일반 사무용품,"Fiskars Box Cutter, Easy Grip",68189.04,2,0.1,9069.84,최진수,영남,,
3540,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,FUR-CH-10004339,가구,의자,"SAFCO Steel Folding Chair, Red",786817.8,9,0,157253.4,금나나,충청,,
3541,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,TEC-AC-10004081,사무기기,악세사리,"Logitech Keyboard, Bluetooth",147798,2,0,73868.4,금나나,충청,,
3542,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-PA-10003455,사무용품,종이,"Green Bar Memo Slips, Recycled",189169.2,11,0,60251.4,금나나,충청,,
3543,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-BI-10002243,사무용품,바인더,"Wilson Jones 3-Hole Punch, Durable",90239.4,3,0,38739.6,금나나,충청,,
3544,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-AR-10003774,사무용품,필기구,"Stanley Sketch Pad, Fluorescent",46603.8,1,0,19094.4,금나나,충청,,
3545,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-BI-10001400,사무용품,바인더,"Cardinal 3-Hole Punch, Economy",29376,1,0,4406.4,금나나,충청,,
3546,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,OFF-LA-10000624,사무용품,라벨,"Hon File Folder Labels, 5000 Label Set",9210.6,1,0,3396.6,금나나,충청,,
3547,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,TEC-CO-10001703,사무기기,복사기,"Brother Copy Machine, Laser",801505.8,3,0,376655.4,금나나,충청,,
3548,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,FUR-BO-10003282,가구,책장,"Ikea Classic Bookcase, Mobile",2535332.4,6,0,811144.8,금나나,충청,,
3549,2018-01-26,2018-01-30,표준 배송,KD-16345,윤대우,소비자,예산군,충청남도,대한민국,TEC-AC-10004252,사무기기,악세사리,"SanDisk Mouse, Bluetooth",78152.4,2,0,734.4,금나나,충청,,
3552,2018-02-01,2018-02-05,표준 배송,NS-18640,이성혜,기업 고객,동대문구,서울특별시,대한민국,OFF-FA-10004659,사무용품,파스너,"Stockwell Thumb Tacks, 12 Pack",26438.4,2,0,8445.6,김성식,수도권,,
3570,2018-09-22,2018-09-28,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-LA-10002674,사무용품,라벨,"Harbour Creations Color Coded Labels, 5000 Label Set",24400.44,3,0.4,-13880.16,금나나,충청,,
3571,2018-09-22,2018-09-28,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-FA-10004398,사무용품,파스너,"OIC Push Pins, 12 Pack",43880.4,5,0.4,7313.4,금나나,충청,,
3574,2018-10-23,2018-10-28,표준 배송,RF-19840,신형우,소비자,가평군,경기도,대한민국,OFF-ST-10003159,사무용품,수납용품,"Smead Trays, Single Width",356257.44,8,0.1,31652.64,김성식,수도권,,
3575,2018-10-23,2018-10-28,표준 배송,RF-19840,신형우,소비자,가평군,경기도,대한민국,OFF-AR-10003021,사무용품,필기구,"BIC Sketch Pad, Water Color",285534.72,6,0.1,114052.32,김성식,수도권,,
3585,2018-08-14,2018-08-18,표준 배송,MA-17995,소유희,홈 오피스,중랑구,서울특별시,대한민국,OFF-LA-10000219,사무용품,라벨,"Harbour Creations File Folder Labels, Adjustable",54100.8,8,0,4651.2,김성식,수도권,,
3590,2018-09-04,2018-09-08,표준 배송,DS-13180,구하영,기업 고객,구리시,경기도,대한민국,FUR-BO-10004821,가구,책장,"Dania Corner Shelving, Traditional",672361.56,6,0.1,-165.24,김성식,수도권,,
3591,2018-09-04,2018-09-08,표준 배송,DS-13180,구하영,기업 고객,구리시,경기도,대한민국,TEC-AC-10001600,사무기기,악세사리,"Belkin Numeric Keypad, Bluetooth",265072.5,5,0.1,97078.5,김성식,수도권,,
3592,2018-02-25,2018-02-28,표준 배송,RB-19705,백종수,홈 오피스,서대문구,서울특별시,대한민국,OFF-LA-10003379,사무용품,라벨,"Smead Color Coded Labels, Laser Printer Compatible",14642.1,2,0.45,-10694.7,김성식,수도권,,
3593,2018-02-25,2018-02-28,표준 배송,RB-19705,백종수,홈 오피스,서대문구,서울특별시,대한민국,TEC-CO-10001674,사무기기,복사기,"Sharp Personal Copier, Color",161029.44,2,0.35,7417.44,김성식,수도권,,
3597,2018-12-27,2018-12-31,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-FA-10002890,사무용품,파스너,"Accos Staples, Bulk Pack",22338,4,0.5,-1407.6,최진수,영남,,
3598,2018-12-27,2018-12-31,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-AP-10000775,사무용품,가전,"Breville Blender, Silver",92044.8,2,0.5,-22093.2,최진수,영남,,
3599,2018-12-27,2018-12-31,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-FA-10000757,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",11169,2,0.5,-2050.2,최진수,영남,,
3600,2018-12-27,2018-12-31,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-ST-10004060,사무용품,수납용품,"Fellowes Lockers, Blue",211476.6,2,0.5,-29651.4,최진수,영남,,
3603,2018-02-15,2018-02-17,특급 배송,MB-17305,노백수,소비자,울주군,울산광역시,대한민국,TEC-AC-10002244,사무기기,악세사리,"Enermax Router, Erganomic",692346.42,5,0.47,-326633.58,최진수,영남,,
3614,2018-05-28,2018-05-30,특급 배송,TB-21280,강은경,소비자,무주군,전라북도,대한민국,OFF-ST-10002505,사무용품,수납용품,"Tenex Box, Wire Frame",39544.686,3,0.17,8516.286,정신,호남,,
3615,2018-10-13,2018-10-18,표준 배송,AR-10570,차진혁,소비자,동작구,서울특별시,대한민국,TEC-CO-10001391,사무기기,복사기,"Sharp Ink, Color",346590.9,3,0.1,-45.9,김성식,수도권,,
3616,2018-10-13,2018-10-18,표준 배송,AR-10570,차진혁,소비자,동작구,서울특별시,대한민국,TEC-CO-10004170,사무기기,복사기,"HP Wireless Fax, High-Speed",1645101.9,5,0.1,402129.9,김성식,수도권,,
3617,2018-10-13,2018-10-18,표준 배송,AR-10570,차진혁,소비자,동작구,서울특별시,대한민국,FUR-CH-10004365,가구,의자,"Novimex Rocking Chair, Black",236844,2,0.1,15789.6,김성식,수도권,,
3625,2018-06-26,2018-06-28,빠른 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,FUR-CH-10003512,가구,의자,"Novimex Bag Chairs, Set of Two",245871,5,0,81090,김성식,수도권,,
3626,2018-06-26,2018-06-28,빠른 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,OFF-AR-10003673,사무용품,필기구,"Sanford Markers, Fluorescent",125001,5,0,2448,김성식,수도권,,
3627,2018-06-26,2018-06-28,빠른 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,OFF-FA-10001026,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",96390,7,0,9639,김성식,수도권,,
3639,2018-07-10,2018-07-15,표준 배송,JS-15685,우희수,기업 고객,전주시,전라북도,대한민국,TEC-AC-10003895,사무기기,악세사리,"Enermax Mouse, Bluetooth",158218.83,7,0.45,-3073.77,정신,호남,,
3644,2018-11-17,2018-11-17,당일 배송,MZ-17515,손예준,기업 고객,합천군,경상남도,대한민국,TEC-AC-10002255,사무기기,악세사리,"Memorex Keyboard, Erganomic",141066,2,0,53550,최진수,영남,,
